season,episode,character,line
1,3,Eleanor Shellstrop,She wants everybody to think she's such a perfect princess just 'cause she's tall and glamorous and has cappuccino skin and curves everywhere.
1,3,Eleanor Shellstrop,And now I'm complimenting her.
1,3,Eleanor Shellstrop,And kind of turned on.
1,3,Eleanor Shellstrop,"The point is, she straight up sucks, bro."
1,3,Eleanor Shellstrop,Typical Tahani.
1,3,Eleanor Shellstrop,Brings us a faulty plant so she can brag about being a better gardener.
1,3,Chidi Anagonye,"No, I think this is another way in which your negative actions affect this world."
1,3,Chidi Anagonye,"This plant represents your relationship to Tahani, so when you're mean to her, it starts to wilt."
1,3,Eleanor Shellstrop,"Well, then this plant is doomed because tomorrow, I'm going with her and I'm gonna prove to you and to everyone that she is secretly a two-faced, calculating, phony bench."
1,3,Eleanor Shellstrop,Hmm.
1,3,Eleanor Shellstrop,Yeah.
1,3,Eleanor Shellstrop,"Truth hurts, doesn't it, plant?"
1,3,Tahani Al-Jamil,"So, all I want to do is just check in, see how everyone's holding up."
1,3,Tahani Al-Jamil,Just bring some cheer to these extraordinary people.
1,3,Eleanor Shellstrop,Cool.
1,3,Eleanor Shellstrop,"So, tell me about yourself."
1,3,Eleanor Shellstrop,"I mean, I want to hear it all, girlfriend."
1,3,Eleanor Shellstrop,"The good, the bad, the really bad, the embarrassing, the humiliating, just let's bond."
1,3,Tahani Al-Jamil,"Okay, well I was born in Pakistan, raised in London, schooled in Paris, but I think the primary reason that I'm in The Good Place is that I raised quite a lot of money for non-profit groups."
1,3,Eleanor Shellstrop,Oh.
1,3,Eleanor Shellstrop,"Did you ever, uh, skim a little off the top for yourself?"
1,3,Tahani Al-Jamil,"Gracious, no, no!"
1,3,Tahani Al-Jamil,Every penny was accounted for.
1,3,Tahani Al-Jamil,"And as I raised nearly $60,000,000,000, there was quite a lot of pennies."
1,3,Tahani Al-Jamil,But I also dabbled in some other professions.
1,3,Tahani Al-Jamil,"I was a model, a museum curator, an ""It Girl"", and oh, I was Baz Luhrmann's muse for a while."
1,3,Tahani Al-Jamil,That was quite fun.
1,3,Eleanor Shellstrop,Modeling?
1,3,Eleanor Shellstrop,That's a crazy life.
1,3,Eleanor Shellstrop,Want to tell me about that rock bottom you probably hit?
1,3,Tahani Al-Jamil,"Oh, I didn't really do it for long."
1,3,Tahani Al-Jamil,Couture just doesn't fit my body.
1,3,Tahani Al-Jamil,I'm cursed with ample bosom.
1,3,Eleanor Shellstrop,And yet you soldier on.
1,3,Tahani Al-Jamil,"Oh, this is silly"
1,3,Tahani Al-Jamil,"So ""Tahani"" means ""congratulations"" in Arabic."
1,3,Tahani Al-Jamil,"And ""Al-Jamil"" means ""beautiful"", so my full name altogether means"
1,3,Eleanor Shellstrop,"""Congratulations, Beautiful."""
1,3,Tahani Al-Jamil,"Thanks, Eleanor."
1,3,Tahani Al-Jamil,You big flirt.
1,3,Eleanor Shellstrop,"Hey, babe, got you coffee."
1,3,Samuel,"Oh, great."
1,3,Samuel,"Oh, Andy's Coffee, uh, we shouldn't go there."
1,3,Samuel,Everybody's boycotting.
1,3,Eleanor Shellstrop,"Yeah, I know that one guy found a scorpion in his latte."
1,3,Eleanor Shellstrop,"I don't really care, though, 'cause it's so close to here."
1,3,Samuel,"No, no, no, it's because he's sexually harassing people."
1,3,Samuel,"Look, a journalist went undercover for an interview and recorded him."
1,3,Samuel,"Here, watch."
1,3,Andy,"Here's the thing, sweetheart."
1,3,Andy,"You're very qualified, but you're also what we call in the coffee shop game a, uh, dog-face."
1,3,Andy,"You're a three, and you have to be a nine to work here."
1,3,Andy,It's just math.
1,3,Woman,"So, I didn't get the job?"
1,3,Andy,"No, dog-face, you didn't get the job."
1,3,Andy,"All right, I'll check your references."
1,3,Andy,Just to be nice --
1,3,Woman,"Hey, my breasts!"
1,3,Andy,I'll check 'em.
1,3,Andy,"Oh, they're good."
1,3,Andy,Honk!
1,3,Samuel,"I mean, this guy's a monster, we can't support this guy."
1,3,Eleanor Shellstrop,"Okay, hey, you're not better than me just 'cause you won't support a guy who grabbed a boob once."
1,3,Samuel,"No, I'm just saying we shouldn't go there."
1,3,Samuel,We can get coffee somewhere else.
1,3,Andy,Did you know your left reference is a little bit bigger than your right reference?
1,3,Andy,"It's not a bad thing, it's just it's a thing."
1,3,Michael,"This is the perfect hobby for you, Chidi."
1,3,Michael,Cartography.
1,3,Michael,Your neighborhood stretches way beyond what you've already seen.
1,3,Michael,"And you can map it, revealing all of the mysteries, like an explorer."
1,3,Chidi Anagonye,I see how that might be fun.
1,3,Chidi Anagonye,"Uh, but, uh, exploring makes me nervous."
1,3,Chidi Anagonye,"I have what doctors call, ""directional insanity""."
1,3,Chidi Anagonye,I once got lost on an escalator.
1,3,Chidi Anagonye,"So, not exactly Christopher Columbus."
1,3,Janet,"Fun fact, Columbus is in The Bad Place because of all the raping, slave trade and genocide."
1,3,Michael,The fact that it makes you nervous is exactly why you should do it.
1,3,Michael,"You know, get out of your comfort zone."
1,3,Michael,Become a trail-blazer.
1,3,Janet,"Fun fact, all deceased members of the Portland Trail Blazers basketball team are also in The Bad Place."
1,3,Michael,"Uh, yeah, sorry about this."
1,3,Michael,"I steered her away from colloquialisms and into ""fun facts"" and ""trivia tidbits""."
1,3,Michael,I thought it'd be more in her wheelhouse.
1,3,Janet,"Fun fact, a ""wheelhouse"" is a part of a boat."
1,3,Michael,"Okay, thank you, Janet, thank you."
1,3,Janet,"Fun fact, Janet is me."
1,3,Michael,"All right, let's forget about exploring."
1,3,Michael,Plenty more ideas for hobbies.
1,3,Michael,"Let's walk back to town, shall we?"
1,3,Chidi Anagonye,Okay.
1,3,Michael,Wrong way.
1,3,Chidi Anagonye,Yep.
1,3,Tahani Al-Jamil,"Well, Glenn, we just wanted to make sure you were all right."
1,3,Glenn,"Tahani, you're too sweet."
1,3,Tahani Al-Jamil,Oh.
1,3,Glenn,Isn't she just the nicest person?
1,3,Eleanor Shellstrop,Mmm-hmm.
1,3,Eleanor Shellstrop,That is what a lot of people are saying.
1,3,Glenn,"Oh, everyone I know is saying that."
1,3,Eleanor Shellstrop,"Yeah, it's just a big neighborhood, full of enormous mansions and people who love Tahani!"
1,3,Tahani Al-Jamil,Eleanor and I just want to see if there's anything we can do to help you.
1,3,Cualli,"Oh, Tahani, you are so thoughtful."
1,3,Cualli,"Despite all the chaos earlier, we simply couldn't be happier."
1,3,Tahani Al-Jamil,"Oh, I'm so glad to hear it, Cualli."
1,3,Tahani Al-Jamil,Please take a maple butter scone.
1,3,Tahani Al-Jamil,I made them fresh this morning.
1,3,Eleanor Shellstrop,"Oh, they look a bit burned."
1,3,Eleanor Shellstrop,But they're not.
1,3,Eleanor Shellstrop,Hmm.
1,3,Eleanor Shellstrop,"Oh, fork, that's good."
1,3,Michael,"Extra, extra!"
1,3,Michael,Read all about you.
1,3,Michael,"Chidi, this is the perfect hobby for you."
1,3,Michael,Journalism.
1,3,Chidi Anagonye,"Well, obviously, I like to write."
1,3,Chidi Anagonye,But I don't love deadlines.
1,3,Chidi Anagonye,I prefer to take my time with things.
1,3,Michael,"Yes, I know."
1,3,Michael,"Uh, you never even named your dog, did you?"
1,3,Michael,"When it ran away, you posted signs saying, ""Responds to long pauses."""
1,3,Michael,"Look, Chidi, I'm just trying to find you a hobby --"
1,3,Michael,The hat --
1,3,Michael,That will bring you a positive experience.
1,3,Michael,What do you say?
1,3,Janet,I'm loving that hat on you.
1,3,Janet,It would look even better on my floor.
1,3,Chidi Anagonye,What is happening now?
1,3,Michael,"I suggested she be friendlier, she seems to have slipped right into overt sexuality."
1,3,Janet,I got something you can slip into.
1,3,Chidi Anagonye,Oh --
1,3,Michael,"Janet, no!"
1,3,Michael,"No, Janet."
1,3,Tahani Al-Jamil,"Oh, Jianyu, darling, would you like some tea?"
1,3,Tahani Al-Jamil,"That nod meant no, apparently."
1,3,Eleanor Shellstrop,"Well, it was nice to get out and meet all of our wonderful neighbors."
1,3,Eleanor Shellstrop,They all truly belong here.
1,3,Tahani Al-Jamil,"Oh, yes, they do, cutie-pants. Boop!"
1,3,Tahani Al-Jamil,"Well, I should really be going."
1,3,Tahani Al-Jamil,"I have to begin my 12 step Korean skincare regiment, but, uh, I'll see -- oh, no, no, no."
1,3,Tahani Al-Jamil,Please stay and enjoy the evening tea.
1,3,Tahani Al-Jamil,I'll see you soon.
1,3,Tahani Al-Jamil,Boop!
1,3,Eleanor Shellstrop,"""The Diary of Tahani Al-Jamil."""
1,3,Michael,Okay.
1,3,Michael,Arc welding.
1,3,Michael,"You could learn sculpture, you can make furniture, you can get your hands a little greasy, you know, and you make things."
1,3,Chidi Anagonye,This equipment is very scary!
1,3,Janet,Don't be a baby.
1,3,Janet,It can't hurt you.
1,3,Janet,"Watch, I'll blowtorch your face off."
1,3,Michael,Janet.
1,3,Janet,Whatever.
1,3,Janet,This whole thing is stupid.
1,3,Michael,"Oh, brother."
1,3,Michael,"I told her to be less flirty and now she's cruel and distant, apparently."
1,3,Michael,I just can't get this right.
1,3,Chidi Anagonye,Thank you for trying to find me a new hobby.
1,3,Chidi Anagonye,"Um, but I just want to be an academic."
1,3,Chidi Anagonye,I want to keep working on my manuscript.
1,3,Michael,"Chidi, here's the thing."
1,3,Michael,"See, I read your whole book, all 3,600 pages of it."
1,3,Michael,"It's, um how shall I put this?"
1,3,Janet,"It's a mess, dude."
1,3,Chidi Anagonye,Hey!
1,3,Michael,She's right.
1,3,Michael,"You see, Chidi, I can read the entirety of the world's literature in about an hour."
1,3,Michael,This took me two weeks to get through.
1,3,Michael,"I mean, it's so convoluted, I just keep reading the same paragraph over and over again, trying to figure out what the heck you were saying."
1,3,Chidi Anagonye,"Oh, no."
1,3,Michael,"I mean, on page 1,000, you start section two with the sentence, ""Of course, the exact opposite might be true."""
1,3,Michael,"You're a brilliant guy, Chidi."
1,3,Michael,But you just kept revising and rewriting and adding words to your title.
1,3,Michael,I think you just twisted yourself up into a knot.
1,3,Chidi Anagonye,I have a very bad stomachache.
1,3,Eleanor Shellstrop,"Hey, man."
1,3,Eleanor Shellstrop,What's wrong?
1,3,Chidi Anagonye,Am I a good teacher?
1,3,Chidi Anagonye,Am I clear?
1,3,Chidi Anagonye,Do I make sense?
1,3,Eleanor Shellstrop,"Yeah, you're a great teacher."
1,3,Eleanor Shellstrop,I'm super ethical now.
1,3,Chidi Anagonye,What's that?
1,3,Eleanor Shellstrop,Hmm?
1,3,Eleanor Shellstrop,"Nah, don't worry about it."
1,3,Eleanor Shellstrop,I stole Tahani's diary.
1,3,Eleanor Shellstrop,"So I could see if her handwriting matches the note and also read about all the mean and terrible things she's definitely done, so I can prove she's actually evil."
1,3,Eleanor Shellstrop,Huh.
1,3,Eleanor Shellstrop,What do you think that means?
1,3,Chidi Anagonye,You stole Tahani's diary.
1,3,Eleanor Shellstrop,"I know I broke some ethical rule, but I had good reason."
1,3,Chidi Anagonye,"Eleanor, in order to be a good person, you have to do good things."
1,3,Chidi Anagonye,"And not stealing people's stuff, that is just a basic kindergarten rule."
1,3,Chidi Anagonye,"I mean, do I also have to tell you to not throw sand?"
1,3,Eleanor Shellstrop,"First of all, throwing sand is an excellent way to put out a vodka fire."
1,3,Chidi Anagonye,Why would you even know that?
1,3,Eleanor Shellstrop,"Second of all, I know that it may not be nice, but neither is pretending to be 100% perfect, like Tahani does."
1,3,Eleanor Shellstrop,She wrote that note.
1,3,Chidi Anagonye,"No, she didn't!"
1,3,Chidi Anagonye,You did!
1,3,Chidi Anagonye,"I was hoping you would come to this conclusion on your own, but, obviously, no one here would ever threaten you."
1,3,Chidi Anagonye,That note is The Good Place manifesting your own guilt.
1,3,Chidi Anagonye,"Like with the plant, or when you literally made giant shrimp fly through the air."
1,3,Eleanor Shellstrop,I wrote myself the note.
1,3,Eleanor Shellstrop,"And as it turns out, I do belong here."
1,3,Eleanor Shellstrop,Because I'm just as good as everyone else.
1,3,Chidi Anagonye,"No, no, no."
1,3,Chidi Anagonye,"No, you don't belong here."
1,3,Chidi Anagonye,"And in this place, everyone is better than you."
1,3,Chidi Anagonye,It has been proven by an infallible formula.
1,3,Chidi Anagonye,"Tahani might be a little British and condescending at times, but she devoted her entire life to helping other people."
1,3,Chidi Anagonye,She's a good person.
1,3,Chidi Anagonye,Accept that.
1,3,Eleanor Shellstrop,"Hey, babe."
1,3,Eleanor Shellstrop,Great news.
1,3,Eleanor Shellstrop,I got us tickets to the Coyotes game.
1,3,Samuel,Awesome!
1,3,Eleanor Shellstrop,"But, ooh, yikes."
1,3,Eleanor Shellstrop,Turns out two of the players have DUIs.
1,3,Eleanor Shellstrop,Guess we can't cheer for that team.
1,3,Samuel,"Eleanor, I --"
1,3,Eleanor Shellstrop,You know what?
1,3,Eleanor Shellstrop,"Instead, let's just stay in, watch a Roman Polanski movie, listen to R. Kelly, and eat Chik-fil-A."
1,3,Eleanor Shellstrop,Does that sound good?
1,3,Eleanor Shellstrop,"There's bad stuff everywhere, man."
1,3,Eleanor Shellstrop,It's impossible to avoid.
1,3,Samuel,"Yeah, but shouldn't we just try?"
1,3,Samuel,Shouldn't we just try to do the right thing whenever we can?
1,3,Eleanor Shellstrop,Why?
1,3,Eleanor Shellstrop,It's so much harder to live like that.
1,3,Eleanor Shellstrop,And it's not like someone's keeping score.
1,3,Eleanor Shellstrop,"Look, I know you're gonna break up with me, okay?"
1,3,Eleanor Shellstrop,I'm not an idiot.
1,3,Eleanor Shellstrop,I read your emails to your dad.
1,3,Eleanor Shellstrop,Have fun being so amazing and perfect until you die.
1,3,Eleanor Shellstrop,"And by the way, I'm talking really fast because I still go to Andy's Coffee, and I got a full punch card, bro."
1,3,Eleanor Shellstrop,Good people make me insecure.
1,3,Eleanor Shellstrop,"When I'm around someone who I think is better than me, I try and drag them down to my level."
1,3,Eleanor Shellstrop,That's why perfect Tahani is like my kryptonite.
1,3,Chidi Anagonye,"Well, even admitting that is an important step."
1,3,Chidi Anagonye,"And also, maybe don't listen to me."
1,3,Eleanor Shellstrop,I would love not to listen to you.
1,3,Eleanor Shellstrop,"Wait, what?"
1,3,Chidi Anagonye,"Basically, my life's work is 3,600 pages of garbage."
1,3,Chidi Anagonye,Even Michael couldn't understand it.
1,3,Eleanor Shellstrop,So?
1,3,Eleanor Shellstrop,What does Michael know?
1,3,Chidi Anagonye,Everything.
1,3,Chidi Anagonye,"That's my point, he knows everything, and it was too convoluted, even for him."
1,3,Eleanor Shellstrop,Michael does not know everything.
1,3,Eleanor Shellstrop,Michael does not know I'm not supposed to be here.
1,3,Eleanor Shellstrop,"You wrote 4,000 pages on one of the most complicated subjects in the world."
1,3,Eleanor Shellstrop,"I mean, I used to get bored halfway through writing a text message."
1,3,Eleanor Shellstrop,Be proud.
1,3,Chidi Anagonye,"I want to broaden my horizons and try new things, and I will."
1,3,Chidi Anagonye,"But even though I might have gotten lost in the weeds, I loved writing this book."
1,3,Chidi Anagonye,And I want to try again.
1,3,Chidi Anagonye,"So, will you be my advisor?"
1,3,Michael,"Chidi, all I want is for you to be happy."
1,3,Michael,"So if spending eternity getting blunt feedback on your circular, rambling ideas will make you happy, then of course I will be your advisor."
1,3,Michael,Let's throw that monstrosity in the trash and start over.
1,3,Chidi Anagonye,Aren't there maybe some parts worth salvaging?
1,3,Michael,"Honestly, man, I don't even know."
1,3,Michael,"I mean, that thing is unreadable."
1,3,Michael,I literally learned what headaches were because that thing gave me a headache.
1,3,Chidi Anagonye,Okay.
1,3,Michael,There you go.
1,3,Michael,New beginnings!
1,3,Michael,Well done.
1,3,Tahani Al-Jamil,Oh!
1,3,Tahani Al-Jamil,"Oh, hello, Eleanor."
1,3,Tahani Al-Jamil,Hi.
1,3,Tahani Al-Jamil,"Sorry, I was just cleaning up."
1,3,Eleanor Shellstrop,Are you okay?
1,3,Eleanor Shellstrop,Do you want to talk about it?
1,3,Tahani Al-Jamil,Desperately.
1,3,Tahani Al-Jamil,It's Jianyu.
1,3,Tahani Al-Jamil,I just can't seem to connect with him.
1,3,Tahani Al-Jamil,"I know that he took a vow of silence, but he won't even talk to me, his soul mate!"
1,3,Tahani Al-Jamil,And I adore talking.
1,3,Eleanor Shellstrop,I know.
1,3,Eleanor Shellstrop,You do.
1,3,Tahani Al-Jamil,"Eleanor, you don't know what it's like to be in paradise and feel like there's something just not quite right."
1,3,Eleanor Shellstrop,"Well I may not know exactly what you're feeling, but I do understand."
1,3,Eleanor Shellstrop,"And you deserve to be happy, because you are an impressive, thoughtful, and special person."
1,3,Eleanor Shellstrop,Not to mention you have a rockin' bod.
1,3,Eleanor Shellstrop,"I mean, Jianyu may be mute, but he's not blind."
1,3,Eleanor Shellstrop,You two belong here.
1,3,Eleanor Shellstrop,And you belong together.
1,3,Eleanor Shellstrop,"And you have all of eternity, so there's plenty of time for things to change."
1,3,Tahani Al-Jamil,"Oh, thank you."
1,3,Tahani Al-Jamil,I really needed to hear that.
1,3,Tahani Al-Jamil,Come here.
1,3,Eleanor Shellstrop,"Ugh, of course your hugs are amazing."
1,3,Eleanor Shellstrop,Stupid ledge.
1,3,Eleanor Shellstrop,No stairs.
1,3,Eleanor Shellstrop,Everyone here is really into hugging.
1,3,Chidi Anagonye,Looks like someone learned something.
1,3,Eleanor Shellstrop,"Well, it's 'cause someone else is a really good teacher."
1,3,Tahani Al-Jamil,"Eleanor, hello."
1,3,Tahani Al-Jamil,"How are you, my dear, sweet bestie?"
1,3,Eleanor Shellstrop,Never better.
1,3,Eleanor Shellstrop,What's up?
1,3,Michael,"Well, Janet has been acting as my assistant."
1,3,Michael,It's not what she was designed to do.
1,3,Michael,Didn't go great.
1,3,Janet,But now I'm back to normal.
1,3,Janet,It turns out that the best Janet was the Janet that was inside Janet all along.
1,3,Michael,"She was feeling a little lost, so I gave her a self-help book to restore her confidence."
1,3,Janet,Now I'm living my truth and creating my bliss.
1,3,Tahani Al-Jamil,"Anyway, um, look, Michael asked me if I would serve as his assistant, but I'd quite like to focus on my relationship with Jianyu."
1,3,Tahani Al-Jamil,So I recommended you for the job.
1,3,Michael,"Eleanor, you and I could work side-by-side to figure out what's going wrong with this neighborhood."
1,3,Michael,Will you help me?
1,3,Eleanor Shellstrop,How could I say no?
1,3,Tahani Al-Jamil,"Yeah, hurrah!"
1,3,Janet,Hurrah!
1,3,Eleanor Shellstrop,What now?
1,3,Eleanor Shellstrop,"Relax, Eleanor."
1,3,Eleanor Shellstrop,You sent this to yourself.
1,3,Eleanor Shellstrop,This is your own guilt manifesting itself.
1,3,Jason Mendoza,I've been waiting for you.
1,3,Eleanor Shellstrop,Jianyu?
1,3,Eleanor Shellstrop,You talk now?
1,3,Eleanor Shellstrop,You sent me these threatening notes?
1,3,Eleanor Shellstrop,"What the fork, man?"
1,3,Eleanor Shellstrop,Some Buddhist monk you are.
1,3,Jason Mendoza,You don't belong here.
1,3,Jason Mendoza,Admit it.
1,3,Eleanor Shellstrop,"Okay, you're right."
1,3,Eleanor Shellstrop,I don't belong here.
1,3,Eleanor Shellstrop,Michael made a mistake.
1,3,Eleanor Shellstrop,"But I'm trying, dude."
1,3,Eleanor Shellstrop,I'm really trying to be a good person.
1,3,Eleanor Shellstrop,"And I think I'm changing for the better, so just please, please don't rat me out."
1,3,Jason Mendoza,"Don't worry, I won't."
1,3,Jason Mendoza,"Because I'm not supposed to be here, either."
1,3,Jason Mendoza,"I don't know how I got here, I have no idea what's going on, and I am freakin' out, homie!"
1,3,Jason Mendoza,You got to help me.
1,3,Jason Mendoza,I'm scared!
1,3,Eleanor Shellstrop,What?
1,4,Eleanor Shellstrop,"Hang on, hang on you're not supposed to be here either?"
1,4,Eleanor Shellstrop,"You're a mistake, just like me?"
1,4,Jason Mendoza,"Yeah, and I'm freaking out, dog."
1,4,Jason Mendoza,"There's so much thoughts in my brain, it's like my head is filled with rocks."
1,4,Eleanor Shellstrop,How have you managed to stay undiscovered?
1,4,Eleanor Shellstrop,"Because I have had to dodge and weave and barely escape with my life, and you don't seem like a super genius."
1,4,Michael,"Hello, Jianyu."
1,4,Michael,I'm Michael.
1,4,Michael,"Before we start, I know you were a Buddhist monk and kept a vow of silence."
1,4,Michael,Would you prefer to remain silent here as well?
1,4,Eleanor Shellstrop,You literally haven't said a word since we got here?
1,4,Jason Mendoza,Yeah.
1,4,Jason Mendoza,"When I say I'm meditating, I'm just trying to figure out what the fork is happening."
1,4,Jason Mendoza,I think we might be in an alien zoo or on a prank show.
1,4,Eleanor Shellstrop,"No, Jianyu, we're dead."
1,4,Jason Mendoza,"Oh, that's a dope prank."
1,4,Jason Mendoza,Got to give it up.
1,4,Eleanor Shellstrop,"Okay, I need to make sure that this isn't some sort of weird trap."
1,4,Eleanor Shellstrop,Is your real name Jianyu?
1,4,Jason Mendoza,No.
1,4,Jason Mendoza,It's Jason Mendoza.
1,4,Jason Mendoza,"And by the way, everyone here thinks I'm Taiwanese."
1,4,Jason Mendoza,I'm Filipino.
1,4,Jason Mendoza,That's racist.
1,4,Jason Mendoza,Heaven is so racist.
1,4,Eleanor Shellstrop,But Tahani said that you helped Michael by putting your hand on his chest and doing some sort of healing magic.
1,4,Jason Mendoza,Yeah.
1,4,Jason Mendoza,A nurse did that to calm me down once when I crashed my Jet Ski into a manatee.
1,4,Eleanor Shellstrop,You crashed your Jet Ski into a manatee?
1,4,Jason Mendoza,Yeah.
1,4,Jason Mendoza,"I'm from Jacksonville, Florida."
1,4,Jason Mendoza,It happens a lot.
1,4,Eleanor Shellstrop,What did you do for a living?
1,4,Jason Mendoza,I was an amateur DJ specializing in EDM.
1,4,Jason Mendoza,Electronic dance music.
1,4,Jason Mendoza,"I was also an amateur hip-hop backup dancer, an amateur body spray inventor um, I did pranks on Vine."
1,4,Eleanor Shellstrop,None of those are jobs.
1,4,Eleanor Shellstrop,What did you do to make money?
1,4,Jason Mendoza,"Oh, I sold fake drugs to college kids."
1,4,Eleanor Shellstrop,"Okay, good."
1,4,Eleanor Shellstrop,"Okay, here's my biggest question, how did you know that I didn't belong here?"
1,4,Jason Mendoza,"I figured it out the very first night, at the party, using my powers of deduction."
1,4,Eleanor Shellstrop,I heard you don't talk.
1,4,Eleanor Shellstrop,"Well, here's something for you to not talk about."
1,4,Eleanor Shellstrop,I don't belong here.
1,4,Eleanor Shellstrop,They made a mistake.
1,4,Eleanor Shellstrop,Total phony.
1,4,Eleanor Shellstrop,So
1,4,Eleanor Shellstrop,"Okay, later, man."
1,4,Eleanor Shellstrop,Okay.
1,4,Eleanor Shellstrop,I vaguely remember that.
1,4,Eleanor Shellstrop,"I believe you, Jason."
1,4,Eleanor Shellstrop,You're not supposed to be here.
1,4,Eleanor Shellstrop,Welcome to the bottom of the barrel.
1,4,Michael,"Hello, Tahani."
1,4,Tahani Al-Jamil,"Oh, hello, Michael."
1,4,Tahani Al-Jamil,I was just picking out some fresh orchids for my nightly orchid bath.
1,4,Michael,"So, Tahani, one of your fellow residents is opening a new restaurant tonight."
1,4,Michael,This neighborhood could use a real morale boost.
1,4,Michael,"And since you're an expert at event planning, I was hoping that you would help with the grand opening."
1,4,Tahani Al-Jamil,"Oh, Michael, say no more."
1,4,Michael,I wasn't going to.
1,4,Michael,I was done.
1,4,Tahani Al-Jamil,"Well, good, because, of course, I will."
1,4,Tahani Al-Jamil,Janet?
1,4,Janet,"Hey, there."
1,4,Tahani Al-Jamil,"Oh, hello, darling."
1,4,Tahani Al-Jamil,I would like to model tonight's event on my most successful gala.
1,4,Janet,That would be 2006 fundraiser for stem cell research in Barcelona.
1,4,Tahani Al-Jamil,"""Barcelona"", actually."
1,4,Tahani Al-Jamil,"Oh, it was a perfect evening."
1,4,Tahani Al-Jamil,"Princess Stephanie was there, as were Posh and Becks."
1,4,Tahani Al-Jamil,"You know, International Sophisticate Magazine gave us five Gwyneths."
1,4,Michael,"Tonight, I'm going to select my jauntiest suit, and I may even wear suspenders."
1,4,Michael,It's one of the human clothing items I'm most eager to try.
1,4,Tahani Al-Jamil,"Oh, well, good luck."
1,4,Michael,Thank you.
1,4,Michael,"Yes, yes."
1,4,Michael,I'm excited.
1,4,Michael,And a little nervous.
1,4,Michael,I'd say that I'm cautiously optimistic.
1,4,Michael,I hope I don't chicken out at the last second.
1,4,Tahani Al-Jamil,"Sorry we are talking about suspenders, right?"
1,4,Tahani Al-Jamil,Like these?
1,4,Michael,You can do that with oh!
1,4,Michael,I cannot wait.
1,4,Tahani Al-Jamil,Excellent.
1,4,Eleanor Shellstrop,"So, Tahani has no idea about me?"
1,4,Jason Mendoza,No.
1,4,Jason Mendoza,"She thinks I'm a monk, and she thinks you're her best friend."
1,4,Eleanor Shellstrop,Great.
1,4,Eleanor Shellstrop,"I mean, for us."
1,4,Eleanor Shellstrop,It's a huge bummer for her.
1,4,Eleanor Shellstrop,We need someplace that we can talk in private.
1,4,Jason Mendoza,I agree.
1,4,Jason Mendoza,Let me show you my bud-hole.
1,4,Eleanor Shellstrop,What?
1,4,Jason Mendoza,"I should warn you, it's a little messy."
1,4,Jason Mendoza,This is my bud-hole.
1,4,Jason Mendoza,"It's just, like, a hole where me and my buds can hang out."
1,4,Eleanor Shellstrop,"Oh, bud-hole!"
1,4,Eleanor Shellstrop,"Okay, now I get it."
1,4,Jason Mendoza,I wrote down on a piece of paper that I needed a private meditation area.
1,4,Jason Mendoza,Tahani will never come in.
1,4,Eleanor Shellstrop,"Pretty unique decorating style you have here, Jianyu."
1,4,Eleanor Shellstrop,"It's like, ""12-year-old boy"" meets ""13-year-old boy""."
1,4,Jason Mendoza,Thanks.
1,4,Jason Mendoza,Janet helped me get all this stuff.
1,4,Jason Mendoza,She rules.
1,4,Jason Mendoza,"Is she single, or is she married to Michael?"
1,4,Eleanor Shellstrop,"No, no, dude, you cannot date Janet."
1,4,Eleanor Shellstrop,"A, she's not human."
1,4,Eleanor Shellstrop,"And B, you have to keep pretending to be Tahani's soul-mate."
1,4,Jason Mendoza,"Oh, yeah."
1,4,Jason Mendoza,"Yeah, yeah, yeah."
1,4,Jason Mendoza,Cool.
1,4,Eleanor Shellstrop,"Okay, just sit tight, dude."
1,4,Eleanor Shellstrop,I have a class to get to.
1,4,Jason Mendoza,What a class?
1,4,Jason Mendoza,I didn't know there were classes.
1,4,Eleanor Shellstrop,Chidi is trying to teach me to be a good person.
1,4,Eleanor Shellstrop,And it's really hard.
1,4,Eleanor Shellstrop,"Also, Michael has asked me to be his assistant, whatever that means."
1,4,Eleanor Shellstrop,"My whole situation here is getting more and more dicey, so I'm actually really glad to have a place I can come when I just want to be myself."
1,4,Jason Mendoza,Yeah.
1,4,Jason Mendoza,I miss being myself.
1,4,Jason Mendoza,Myself was the best.
1,4,AcidCat,"What's up, man?"
1,4,AcidCat,You're Jason?
1,4,AcidCat,You got two minutes.
1,4,AcidCat,Fred Durst is throwing an orgy on a partially capsized yacht.
1,4,AcidCat,My dad just texted.
1,4,AcidCat,It already started.
1,4,AcidCat,So I'll get right to the point.
1,4,AcidCat,I listened to your demo.
1,4,AcidCat,You're terrible.
1,4,Jason Mendoza,Really?
1,4,AcidCat,Yeah.
1,4,AcidCat,Okay?
1,4,AcidCat,You just don't have any what's the word?
1,4,AcidCat,Talent.
1,4,AcidCat,But don't worry.
1,4,AcidCat,"You got something better than talent, man."
1,4,AcidCat,You got my approximate size and weight.
1,4,AcidCat,"I'm supposed to play this club for the rest of the week, but I just got an offer to DJ Scott Disick's after party for the Amateur Porn Awards in Reno."
1,4,Jason Mendoza,"Whoa, congrats, bro."
1,4,Jason Mendoza,That's the dream.
1,4,AcidCat,"It's your dream, man."
1,4,AcidCat,It's my Tuesday.
1,4,AcidCat,I just need somebody to fill in.
1,4,AcidCat,Put on the helmet.
1,4,AcidCat,Press spacebar on the computer.
1,4,AcidCat,Those idiots won't know the difference.
1,4,AcidCat,"For the next week, Jason, you are Acidcat."
