season,episode,character,line
3,31,Chidi Anagonye,"But here's the thing, my little chili babies, all three of those theories are hot, stinky cat dookie."
3,31,Chidi Anagonye,"The true meaning of life, the actual ethical system that you should all follow is nihilism."
3,31,Chidi Anagonye,The world is empty.
3,31,Chidi Anagonye,There is no point to anything and you're just gonna die.
3,31,Chidi Anagonye,"So, do whatever!"
3,31,Chidi Anagonye,"And now, I'm gonna eat my marshmallow candy chili in silence, and you all can jump up your own butts."
3,31,Mylie Kinogue,Is that gonna be on the test?
3,31,Chidi Anagonye,Yes.
3,31,Chidi Anagonye,And no.
3,31,Chidi Anagonye,And you all get A's or F's.
3,31,Chidi Anagonye,"And there is no test, and you all failed it."
3,31,Chidi Anagonye,And you all got A's.
3,31,Chidi Anagonye,Who cares?
3,31,Chidi Anagonye,Goodbye.
3,31,Chidi Anagonye,Goodbye.
3,31,Eleanor Shellstrop,Cool lecture.
3,31,Eleanor Shellstrop,And cooler shirt.
3,31,Eleanor Shellstrop,You feeling all right?
3,31,Chidi Anagonye,Feel fine.
3,31,Eleanor Shellstrop,Hmm.
3,31,Chidi Anagonye,I do have a stomachache.
3,31,Chidi Anagonye,Why do I always have a stomachache?
3,31,Eleanor Shellstrop,"Well, you just ate 50 pounds of chili, bro."
3,31,Eleanor Shellstrop,This one's on you.
3,31,Eleanor Shellstrop,"Look, I know the future seems bleak, but I have a plan."
3,31,Eleanor Shellstrop,Come with me.
3,31,Eleanor Shellstrop,"Nah-uh-uh, leave that chili, weirdo."
3,31,Michael,A complete account of every single thing we've done and learned.
3,31,Janet,I added all the data we've gathered here on Earth in chart and graph form.
3,31,Janet,And I added a pretty tasty little recipe for cinnamon rolls made out of pizza dough.
3,31,Michael,Ha!
3,31,Michael,"Maybe someone, some day, can learn from our mistakes and enact real change in the process of judging people."
3,31,Michael,"But for now, Janet, old friend, we are going to enjoy our time on Earth before we're retired."
3,31,Janet,Hmm.
3,31,Michael,"So, let's get started."
3,31,Michael,"I know it's touristy, but I'd really like to visit a LensCrafters."
3,31,Janet,Ooh!
3,31,Janet,And I'd like to get bangs.
3,31,Michael,"Hey, guys."
3,31,Michael,It's really nice to see you.
3,31,Michael,"Um, is everything okay?"
3,31,Michael,"I mean, other than, you know, everything?"
3,31,Chidi Anagonye,We've started to accept our fates.
3,31,Chidi Anagonye,It's all chili under the bridge.
3,31,Jason Mendoza,"Good, you're all here."
3,31,Jason Mendoza,"Big news, everyone."
3,31,Tahani Al-Jamil,We got married!
3,31,Jason Mendoza,We got tacos!
3,31,Jason Mendoza,"Oh, oh yeah, yeah, we got married."
3,31,Jason Mendoza,"And then after we got married, we got tacos!"
3,31,Janet,Wow!
3,31,Janet,"Wow, that's crazy!"
3,31,Tahani Al-Jamil,"Well, it's strictly platonic, of course."
3,31,Tahani Al-Jamil,We only did it so I could legally give Jason half my money.
3,31,Tahani Al-Jamil,We just popped over to the British Embassy and signed the papers.
3,31,Eleanor Shellstrop,"That's insane, but it's also, like, the 11th most insane thing to happen today, so who cares?"
3,31,Eleanor Shellstrop,I need everyone to focus up.
3,31,Eleanor Shellstrop,"So, the four of us the six of us, really, are doomed."
3,31,Eleanor Shellstrop,Our fates are sealed.
3,31,Eleanor Shellstrop,But I think we have one move left: we can try.
3,31,Jason Mendoza,Try what?
3,31,Eleanor Shellstrop,Try to do good.
3,31,Eleanor Shellstrop,"That stupid little voice in my head told me to do something good today, and it was so annoying, but it also made a dork and his very untalented daughter super happy."
3,31,Eleanor Shellstrop,"Me trying, just a little bit, put some good out into the world."
3,31,Eleanor Shellstrop,"The six of us are not getting into the Good Place, but there are still people in this world that we care about."
3,31,Eleanor Shellstrop,"So I say, we try and help them be good people, try and help them get in."
3,31,Eleanor Shellstrop,"I mean, why not try?"
3,31,Eleanor Shellstrop,"It's better than not trying, right?"
3,31,Tahani Al-Jamil,"That's a lovely sentiment, Eleanor."
3,31,Tahani Al-Jamil,Let's try.
3,31,Tahani Al-Jamil,I'm in.
3,31,Jason Mendoza,"I'm in, too."
3,31,Jason Mendoza,I'm gonna remember this day forever because of your dope speech.
3,31,Jason Mendoza,"And also because of the great tacos I had, and also because I got married, and I found out I was going to hell, and also I became a hundred-millionaire."
3,31,Eleanor Shellstrop,"All right, we get it."
3,31,Eleanor Shellstrop,We get it.
3,31,Michael,It goes without saying that we're in.
3,31,Michael,Let's say it anyway.
3,31,Janet,Okay.
3,31,Michael,We're in.
3,31,Janet,We're in.
3,31,Michael,We're in.
3,31,Michael,"All right, you go."
3,31,Janet,We're in.
3,31,Michael,We're in.
3,31,Michael,We're just so excited!
3,31,Janet,We're in!
3,31,Eleanor Shellstrop,"What do you say, bud?"
3,31,Eleanor Shellstrop,You wanna join the Soul Squad?
3,31,Eleanor Shellstrop,Try to save some souls?
3,31,Chidi Anagonye,"Yeah, I'm in."
3,31,Chidi Anagonye,"But first, I have to go to the bathroom forever."
3,31,Larry Hemsworth,"There you are, my love."
3,31,Larry Hemsworth,"I was just on my way to the MRI lab, thought I heard your voice."
3,31,Larry Hemsworth,"Ready to go to the airport, start our lives together?"
3,31,Eleanor Shellstrop,"Go ahead, Tahani."
3,31,Eleanor Shellstrop,We're rolling.
3,32,Eleanor Shellstrop,"Okay, okay, okay."
3,32,Eleanor Shellstrop,Let's do sophomore year of high school.
3,32,Eleanor Shellstrop,"Uh, Nathan Burlingame."
3,32,Janet,Didn't like you.
3,32,Eleanor Shellstrop,Huh.
3,32,Eleanor Shellstrop,Kylie Mansard?
3,32,Janet,Thought you were cool but intimidating.
3,32,Eleanor Shellstrop,No way!
3,32,Eleanor Shellstrop,I thought she was intimidating.
3,32,Eleanor Shellstrop,That's why I shoved her into that creek.
3,32,Chidi Anagonye,"Well, after my chili episode, I asked the administration for a one-year sabbatical, and good news they fired me."
3,32,Chidi Anagonye,"So, I am free and easy!"
3,32,Eleanor Shellstrop,"Well, the rest of the Soul Squad is off helping Jason's dad."
3,32,Eleanor Shellstrop,Who are we saving?
3,32,Eleanor Shellstrop,No one from my high school.
3,32,Eleanor Shellstrop,I will tell you that much.
3,32,Chidi Anagonye,"Well, before we do anything, I have to break things off with Simone."
3,32,Chidi Anagonye,"If I slip up and tell her about the universe, it could doom her for eternity."
3,32,Chidi Anagonye,"And I've avoided talking to her for so long, she assumed I had laryngitis and it went too far."
3,32,Chidi Anagonye,"And now, I'm on antibiotics."
3,32,Eleanor Shellstrop,"Okay, settle down."
3,32,Eleanor Shellstrop,"Your moral code means you can't lie, right?"
3,32,Eleanor Shellstrop,You need to just ghost her.
3,32,Eleanor Shellstrop,"Disappear, block her number."
3,32,Eleanor Shellstrop,"Bonus, anything she left in your apartment now legally belongs to you."
3,32,Eleanor Shellstrop,"I've done that to dozens of people, and all of them got over it."
3,32,Janet,"Actually, none of your exes have ever gotten over you."
3,32,Eleanor Shellstrop,You're damn right they didn't.
3,32,Chidi Anagonye,I just wish I could end things in a way that I knew wouldn't hurt her.
3,32,Janet,Bing!
3,32,Janet,"I usually appear out of thin air and there would be a pleasant ""bing"" sound, but I don't have my powers, so I'm doing my own bings now."
3,32,Janet,Bing!
3,32,Janet,"Chidi, what if I could create a virtual reality simulation where you could practice different breakup scenarios?"
3,32,Chidi Anagonye,You can do that?
3,32,Janet,I think so.
3,32,Janet,"I do know everything about you, and Simone, and computer programming, and virtual reality, and artificial intelligence, and the human brain, and everything else!"
3,32,Janet,I'm kind of a nerd.
3,32,Janet,I'll start building the simulator now.
3,32,Janet,Bing!
3,32,Janet,Don't turn around.
3,32,Janet,It's embarrassing.
3,32,Janet,Bing!
3,32,Jason Mendoza,Jacksonville!
3,32,Jason Mendoza,What up?
3,32,Jason Mendoza,Duval!
3,32,Floridians,Duval!
3,32,Tahani Al-Jamil,Poor Larry.
3,32,Tahani Al-Jamil,"But, ""If you love someone, set them free."""
3,32,Tahani Al-Jamil,"A good friend and yoga pupil, Sting, no last initial, told me that."
3,32,Jason Mendoza,I can't wait to show you guys all the cool sights in Jacksonville.
3,32,Jason Mendoza,"Like, that swamp is where me, Pillboi and Donkey Doug used to stand and try and blind pilots with laser pointers."
3,32,Michael,"Yeah, maybe we should do the tour after we, you know, save your father's soul."
3,32,Tahani Al-Jamil,"Oh, I've been meaning to ask: why are you trying to save your father?"
3,32,Tahani Al-Jamil,"I've heard you mention your friend Pillboi many times, but you've not mentioned your father once."
3,32,Jason Mendoza,What do you mean?
3,32,Jason Mendoza,I talk about Donkey Doug all the time.
3,32,Tahani Al-Jamil,"I'm sorry, the man you call ""Donkey Doug"" is your father?"
3,32,Jason Mendoza,Yeah!
3,32,Tahani Al-Jamil,The Donkey Doug with whom you tried to blind airline pilots with laser pointers?
3,32,Jason Mendoza,Yeah!
3,32,Tahani Al-Jamil,The Donkey Doug who's banned from Disney World for biting Buzz Lightyear?
3,32,Jason Mendoza,"In his defense, he thought it was someone else."
3,32,Tahani Al-Jamil,Who?
3,32,Jason Mendoza,"So, Michael and I have a plan to save my dad."
3,32,Jason Mendoza,"My whole life, Donkey Doug was always getting in trouble because of some get-rich-quick scheme."
3,32,Jason Mendoza,He sold counterfeit Truck Nutz.
3,32,Jason Mendoza,He created a sport that was a cross between dodgeball and horseshoes and everybody died.
3,32,Jason Mendoza,He glued --
3,32,Tahani Al-Jamil,This should be easy.
3,32,Tahani Al-Jamil,We have plenty of money.
3,32,Jason Mendoza,"If we just give him money, he'll blow it."
3,32,Jason Mendoza,He's gotta feel like he did it himself.
3,32,Michael,"A few years ago, Donkey Doug was very close to getting his electrician's license."
3,32,Michael,"So, if we get him to finish the training, he can earn an honest living and be on his way to getting more Good Place points, which is why we're all here."
3,32,Jason Mendoza,"Okay, let's go save my dad."
3,32,Jason Mendoza,Taxi!
3,32,Porter,Do you need help with your bags?
3,32,Jason Mendoza,"No, I got it."
3,32,Donkey Doug,"Oh, dip, Jason!"
3,32,Jason Mendoza,"Ah, dip, Donkey Doug!"
3,32,Tahani Al-Jamil,"You call him ""Donkey Doug"" in person?"
3,32,Donkey Doug,Me and Jason are cool like that.
3,32,Donkey Doug,I don't think of him as my son.
3,32,Donkey Doug,I think of him as my boy!
3,32,Jason Mendoza,"I mean, I am your boy."
3,32,Donkey Doug,"Yeah, but it's more like, ""That's my son right there, son."""
3,32,Donkey Doug,"But not, like ""son-son"", but like ""my boy""."
3,32,Donkey Doug,"But not, like --"
3,32,Tahani Al-Jamil,"Yes, yes, we get it."
3,32,Tahani Al-Jamil,Thank you.
3,32,Jason Mendoza,"Oh, this is my friend, Michael."
3,32,Donkey Doug,"Oh, crap, you look like a cop."
3,32,Donkey Doug,Are you a cop?
3,32,Donkey Doug,"Because if you are, you have to tell me, and you're not allowed to arrest me for anything you saw before I knew you were a cop."
3,32,Michael,I'm not a police officer.
3,32,Jason Mendoza,Yeah.
3,32,Jason Mendoza,Michael's cool.
3,32,Jason Mendoza,"And this is Tahani, who is my wife, I guess."
3,32,Donkey Doug,"Dang, nice pull, son!"
3,32,Donkey Doug,How about you and me go check out my Jacuzzi and put stuff in each other?
3,32,Tahani Al-Jamil,"Again, I'm his wife."
3,32,Donkey Doug,Wow.
3,32,Donkey Doug,That's the first time that line has ever failed.
3,32,Donkey Doug,You must really love him.
3,32,Donkey Doug,Welcome to the family!
3,32,Donkey Doug,Come on in!
3,32,Janet,"This program knows everything about your personality, Simone's personality and all human relationships."
3,32,Janet,"It can't tell you exactly what will happen, but it will approximate Simone's reaction to anything you say to her."
3,32,Janet,"Plus, it has Tetris!"
3,32,Eleanor Shellstrop,Hmm.
3,32,Eleanor Shellstrop,"Would this work with, say, me, and, say, Jason Statham, and, uh, instead of a cafe, it was, say, a room with a futon and a bunch of Red Bull?"
3,32,Janet,"Why is it that every time a new thing is invented, humans immediately try to use it for porn?"
3,32,Eleanor Shellstrop,Because we're disgusting.
3,32,Janet,Huh.
3,32,Janet,Eleanor and I will be watching on the monitor.
3,32,Janet,We'll see what you see.
3,32,Janet,Put these in your ears.
3,32,Janet,They'll play a tone that will trick your brain into seeing what I've programmed.
3,32,Chidi Anagonye,Wow.
3,32,Chidi Anagonye,"Uh, so, this is I'm here."
3,32,Simone Garnett,"Hey, babe!"
3,32,Simone Garnett,What do you want to talk about?
3,32,Janet,"Go ahead, Chidi."
3,32,Janet,Practice what you want to say to her.
3,32,Chidi Anagonye,Right.
3,32,Chidi Anagonye,"Um Simone, this has been the best year of my life, because of you."
3,32,Chidi Anagonye,"Unfortunately, I have come to learn some information, and it means that we have to end this relationship."
3,32,Simone Garnett,What information?
3,32,Chidi Anagonye,I can't say.
3,32,Simone Garnett,Why not?
3,32,Chidi Anagonye,"Uh, I I can't say."
3,32,Simone Garnett,"Well, you've either gone crazy or you're too much of a coward to tell me how you feel."
3,32,Simone Garnett,Which is it?
3,32,Chidi Anagonye,"I I can't, because of Janet!"
3,32,Simone Garnett,Who's Janet?
3,32,Simone Garnett,And why are you screaming her name into the sky?
3,32,Simone Garnett,You know what?
3,32,Simone Garnett,Whatever.
3,32,Simone Garnett,"Goodbye, Chidi."
3,32,Chidi Anagonye,"No, no, wait"
3,32,Chidi Anagonye,"So, that didn't go great."
3,32,Eleanor Shellstrop,I disagree.
3,32,Eleanor Shellstrop,I thought it was hilarious.
3,32,Michael,"So, Donkey Doug, Jason told us about your electrician license, and we have a career opportunity for you."
3,32,Donkey Doug,"Yo, later for that."
3,32,Donkey Doug,I got a business proposition for you.
3,32,Donkey Doug,Pillboi!
3,32,Pillboi,"Oh, dip, Jason."
3,32,Jason Mendoza,"Oh, dip, Pillboi."
3,32,Donkey Doug,"Oh, dip, Pillboi."
3,32,Pillboi,"Oh, dip, Donkey Doug."
3,32,Donkey Doug,"Oh, dip, Jason."
3,32,Michael,This is remarkable.
3,32,Tahani Al-Jamil,It explains so much.
3,32,Pillboi,"Jason, I thought you were dead."
3,32,Jason Mendoza,I was alive.
3,32,Jason Mendoza,I was in Australia.
3,32,Jason Mendoza,I talked to you on the phone last week.
3,32,Pillboi,"Yeah, but I forgot."
3,32,Jason Mendoza,Oh.
3,32,Donkey Doug,Me and Pillboi have been cooking up something real special.
3,32,Donkey Doug,"And this time, it's not fake meth."
3,32,Donkey Doug,"All right, Pillboi, tell 'em about our new product."
3,32,Pillboi,"Sharks, how much do you spend on energy drinks and body spray in one week?"
3,32,Pillboi,Three hundred dollars?
3,32,Pillboi,Ten hundred dollars?
3,32,Pillboi,What if I told you there was a product that combined these two things for one solution to all of life's problems and more?
3,32,Pillboi,I give to you Double Trouble.
3,32,Pillboi,The world's first energy drink/body spray.
3,32,Michael,"So, uh, do you spray it on yourself or do you drink it?"
3,32,Pillboi,You both it!
3,32,Donkey Doug,"This is the one, Jason."
3,32,Donkey Doug,We're gonna be so rich!
3,32,Donkey Doug,I'll finally be able to pay to have my calf implants moved back up from my feet.
3,32,Michael,This is gonna be a lot tougher than we thought.
3,32,Jason Mendoza,Tell me about it.
3,32,Jason Mendoza,Double Trouble sounds amazing.
3,32,Jason Mendoza,We should bid fast.
3,32,Jason Mendoza,The other sharks are gonna want in.
3,32,Chidi Anagonye,"So, I just have to be simple, honest and declarative, and somehow, still protect her feelings."
3,32,Eleanor Shellstrop,"I don't know, man."
3,32,Eleanor Shellstrop,Maybe just tell her that you're gay.
3,32,Chidi Anagonye,I'm not gay.
3,32,Eleanor Shellstrop,"Fine, bi."
3,32,Chidi Anagonye,I'm not bi either.
3,32,Eleanor Shellstrop,Why not?
3,32,Eleanor Shellstrop,More guys should be bi.
3,32,Eleanor Shellstrop,It's 2018.
3,32,Eleanor Shellstrop,"It's like, get over yourselves."
3,32,Chidi Anagonye,Is there any way I can try a bunch of different things in a row to see what works?
3,32,Janet,Bing!
3,32,Janet,Sure.
3,32,Janet,"If you want to reset, just snap your fingers."
3,32,Janet,"Also, I made some modifications to the tone, so it should make your transition easier."
3,32,Chidi Anagonye,Oh.
3,32,Simone Garnett,"Hey, babe."
3,32,Simone Garnett,What did you want to talk about?
3,32,Chidi Anagonye,"Well, I don't love you anymore."
3,32,Simone Garnett,What?
3,32,Chidi Anagonye,"No, no, no, you don't understand."
3,32,Chidi Anagonye,"I don't technically love you, in the same way, because of circumstances."
3,32,Simone Garnett,What?
3,32,Chidi Anagonye,Hang on.
3,32,Chidi Anagonye,"I don't know how to tell you this, but I'm dying."
3,32,Simone Garnett,"No, you're not."
3,32,Chidi Anagonye,"Yes, I am."
3,32,Chidi Anagonye,"Because we're all dying, slowly, when you think about it."
3,32,Chidi Anagonye,"We start dying the moment we're born, so, not a lie."
3,32,Chidi Anagonye,Okay.
3,32,Chidi Anagonye,Here it is.
3,32,Chidi Anagonye,I'm just going to be perfectly honest.
3,32,Chidi Anagonye,"My real name is Special Agent Rick Justice, FBI."
3,32,Chidi Anagonye,Nope!
3,32,Chidi Anagonye,"Simone, the last year has been truly amazing."
3,32,Chidi Anagonye,And with that in mind will you marry me?
3,32,Simone Garnett,Yes!
3,32,Simone Garnett,"Yes, of course I will!"
3,32,Simone Garnett,Oh!
3,32,Chidi Anagonye,"Wait, what am I doing?"
3,32,Chidi Anagonye,Why did I think this would work?
3,32,Janet,"Chidi, I'm gonna go ahead and reboot this one myself."
3,32,Chidi Anagonye,"Yeah, good call."
3,32,Chidi Anagonye,"So, Simone"
3,32,Eleanor Shellstrop,"Wait, before you say anything, I think we should break up."
3,32,Chidi Anagonye,You do?
3,32,Eleanor Shellstrop,Yes.
3,32,Eleanor Shellstrop,"I love and respect you very much, but we're heading in different directions."
3,32,Eleanor Shellstrop,"And don't worry, we don't have to make a big thing of it."
3,32,Chidi Anagonye,"Oh, my God."
3,32,Chidi Anagonye,Okay.
3,32,Chidi Anagonye,This is the one.
3,32,Chidi Anagonye,Remember everything.
3,32,Chidi Anagonye,"Right leg crossed over left, coffee's right there."
3,32,Eleanor Shellstrop,"Oh, one more thing."
3,32,Eleanor Shellstrop,"Suck it, ya doink!"
3,32,Chidi Anagonye,Sorry?
3,32,Eleanor Shellstrop,"This is Eleanor, you idiot!"
3,32,Eleanor Shellstrop,Janet let me mess with the simulator to screw with you!
3,32,Chidi Anagonye,Janet!
3,32,Chidi Anagonye,Come on!
3,32,Eleanor Shellstrop,"Hi, Chidi, this is Janet now."
3,32,Eleanor Shellstrop,"Sorry, it won't happen again."
3,32,Chidi Anagonye,Thank you.
3,32,Eleanor Shellstrop,Psych!
3,32,Eleanor Shellstrop,It's still Eleanor.
3,32,Eleanor Shellstrop,"I can't believe you fell for that, ya doink."
3,32,Chidi Anagonye,"We need to break up, but here's a puppy!"
3,32,Simone Garnett,Aw!
3,32,Simone Garnett,"Wait, what?"
3,32,Chidi Anagonye,"He's a puppy, it's over between us, and he's cute!"
3,32,Simone Garnett,Do you think I don't hear the bad parts of these sentences?
3,32,Chidi Anagonye,"His name is Martin, I need my keys back and he's a puppy!"
3,32,Eleanor Shellstrop,You are very bad at this.
3,32,Chidi Anagonye,"Well, that's because I don't actually want to break up with her!"
3,32,Eleanor Shellstrop,"What, do you need me to break up with her for you, like we're in middle school or something?"
3,32,Chidi Anagonye,"Yeah, yeah, yeah, yes, please do that for me."
3,32,Chidi Anagonye,Please.
3,32,Eleanor Shellstrop,Fine.
3,32,Simone Garnett,"Hey, Eleanor!"
3,32,Eleanor Shellstrop,Hey.
3,32,Simone Garnett,What did you want to talk about?
3,32,Eleanor Shellstrop,"Well, first of all, you and Chidi are so great together."
3,32,Eleanor Shellstrop,He really loves you and I can see why.
3,32,Eleanor Shellstrop,"You're brilliant, charming, obviously gorgeous"
3,32,Simone Garnett,Aw!
3,32,Simone Garnett,You're sweet to say that.
3,32,Eleanor Shellstrop, and your accent is so cute!
3,32,Simone Garnett,Your accent is so cute!
3,32,Eleanor Shellstrop,What?
3,32,Eleanor Shellstrop,I don't think I have an accent.
3,32,Simone Garnett,"""I don't think I have an accent!"""
3,32,Eleanor Shellstrop,Stop it!
3,32,Eleanor Shellstrop,What is happening?
3,32,Chidi Anagonye,Nope!
3,32,Chidi Anagonye,No!
3,32,Chidi Anagonye,This is over.
3,32,Eleanor Shellstrop,Whoa!
3,32,Eleanor Shellstrop,"Man, come on!"
3,32,Eleanor Shellstrop,It was just getting good.
3,32,Michael,Let's remember the mission.
3,32,Michael,Your father needs to focus on long-term stability.
3,32,Tahani Al-Jamil,"Also, and perhaps this is less important, but there's an awful lot of dog hair on the furniture, and I have not seen a dog."
3,32,Donkey Doug,"Not bad, right?"
3,32,Donkey Doug,Double Trouble comes in three delicious smell-flavors.
3,32,Donkey Doug,"Raspberry-Perspirant, Cedarwood Melon Blast and 24-Hour Lemon Musk Xtreme."
3,32,Donkey Doug,That one is also a lube.
3,32,Jason Mendoza,"Look, Donkey Doug, Double Trouble is dope."
3,32,Jason Mendoza,"On that much, we can all agree on."
3,32,Jason Mendoza,But you gotta think long-term.
3,32,Jason Mendoza,You were good at electricity stuff.
3,32,Jason Mendoza,You hooked us up with free porno channels every year ever since the third grade.
3,32,Jason Mendoza,"It's good, honest work."
3,32,Donkey Doug,"""Honest work""?"
3,32,Donkey Doug,"Whatever, Dad."
3,32,Tahani Al-Jamil,You're his dad.
3,32,Pillboi,"This is huge, J."
3,32,Pillboi,"When Double Trouble pops off, I'll be able to quit my job at the old folks' home."
3,32,Pillboi,Buy a big-ass mansion.
3,32,Pillboi,"Every day I'd wake up, get out of bed, brush my teeth, rinse, go downstairs, open the fridge, ""Damn, we outta milk"", get in my car --"
3,32,Michael,You don't have to run through the whole imaginary day.
3,32,Donkey Doug,"Jason, I believe in Double Trouble."
3,32,Donkey Doug,Why won't you believe in me?
3,32,Michael,"Oh, boy"
3,32,Tahani Al-Jamil,"Well, I suppose a little entrepreneurial spirit never hurt anyone."
3,32,Tahani Al-Jamil,"You know, ""Reach for the stars"", as I said to my good friend Elon Musk."
3,32,Tahani Al-Jamil,And then he shot his car into space.
3,32,Tahani Al-Jamil,What a weird creep.
3,32,Tahani Al-Jamil,Why was I friends with him?
3,32,Michael,Maybe this is what'll put your father on the right path.
3,32,Michael,"And, hey, it's not like he's robbing a bank."
3,32,Donkey Doug,Yeah.
3,32,Donkey Doug,It's a factory!
3,32,Michael,Excuse me?
3,32,Pillboi,"Tonight, we're gonna steal some energy drinks from an energy drink factory, and steal some cologne from a cologne factory."
3,32,Pillboi,"So, it's actually two factories."
3,32,Donkey Doug,Then we just gotta bottle it all up!
3,32,Donkey Doug,"Aw, dip, we gotta rob a bottle factory."
3,32,Donkey Doug,Three factories.
3,32,Pillboi,Three factories!
3,32,Jason Mendoza,Stupid Donkey Doug.
3,32,Jason Mendoza,"I mean, two factories I can understand, but three?"
3,32,Michael,You might want to consider the possibility that your father's a lost cause.
3,32,Jason Mendoza,"I have an idea, but I need your help."
3,32,Jason Mendoza,Will you guys help me?
3,32,Michael,"I mean, yeah, that's that's why we're here, Jason."
3,32,Tahani Al-Jamil,"What's your idea, darling?"
3,32,Jason Mendoza,We're gonna save Pillboi.
3,32,Chidi Anagonye,"Okay, real life."
3,32,Chidi Anagonye,I think I'm ready.
3,32,Chidi Anagonye,I've analyzed the ten most successful scenarios and compiled the statistically most effective breakup strategy.
3,32,Eleanor Shellstrop,Who said you weren't a romantic?
3,32,Chidi Anagonye,Every girlfriend I've ever had.
3,32,Chidi Anagonye,Oh!
3,32,Chidi Anagonye,There she is.
3,32,Chidi Anagonye,"Okay, wish me luck."
3,32,Chidi Anagonye,"Oh, hi."
3,32,Chidi Anagonye,Uh
3,32,Simone Garnett,Something wrong?
3,32,Chidi Anagonye,"Uh, no."
3,32,Chidi Anagonye,It's just that we're usually over there.
3,32,Chidi Anagonye,Doesn't matter.
3,32,Chidi Anagonye,"Okay, so I've spent a lot of time thinking about everything that's happened in the last year --"
3,32,Jolivia Oowton-Nohn,"Hi, there."
3,32,Jolivia Oowton-Nohn,What can I get you to drink?
3,32,Simone Garnett,"Uh, I'll have an iced tea, please."
3,32,Chidi Anagonye,"Water, thanks."
3,32,Chidi Anagonye,"Um, it's been a time of massive personal and professional growth --"
3,32,Jolivia Oowton-Nohn,"Sorry, sugar with that iced tea?"
3,32,Simone Garnett,"Yes, please."
3,32,Chidi Anagonye,"Um, all in all, it's been overwhelmingly positive, and I think that's due in large part to you."
3,32,Jolivia Oowton-Nohn,"Sorry, real quick, I'm gonna go on break, so Helmut will be taking care of you."
3,32,Helmut Deutschermann,Hello!
3,32,Helmut Deutschermann,Will you be eating with us today?
3,32,Chidi Anagonye,Just please give us one second!
3,32,Helmut Deutschermann,"Ja, okay."
3,32,Helmut Deutschermann,One!
3,32,Helmut Deutschermann,That was one second.
3,32,Helmut Deutschermann,That was joke!
3,32,Chidi Anagonye,"Please get out of here, Helmut!"
3,32,Helmut Deutschermann,"Okay, ja!"
3,32,Chidi Anagonye,"All right, look, just, um we need to break up!"
3,32,Chidi Anagonye,I am breaking up with you!
3,32,Simone Garnett,Why?
3,32,Chidi Anagonye,"I can't it's complicated, but it's happening."
3,32,Chidi Anagonye,Ya dumped!
3,32,Simone Garnett,Okay.
3,32,Chidi Anagonye,"Wait, wait, no."
3,32,Chidi Anagonye,"Come back, please!"
3,32,Helmut Deutschermann,"Ja, okay, I'm back!"
3,32,Chidi Anagonye,"Not you, Helmut!"
3,32,Pillboi,"Hey, now, listen, Judy."
3,32,Pillboi,You canÕt mix Xannies with these lil' pink fools.
3,32,Pillboi,You'll be tripping balls like Clarence was when he crawled into the ice machine.
3,32,Pillboi,"Here, take half of one of these, wash it down with a 5-Hour Energy, and you'll be golden."
3,32,Pillboi,Body high with mild visuals.
3,32,Judy,"Thanks, Pillboi."
3,32,Pillboi,"Yo, I gotta take off 'cause I gotta go do a robbery."
3,32,Pillboi,"I mean, I'm sick."
3,32,Tahani Al-Jamil,"Hello, Pillboi."
3,32,Tahani Al-Jamil,I'm here on behalf of Jason.
3,32,Tahani Al-Jamil,You won't be attending the job with Donkey Doug today.
3,32,Tahani Al-Jamil,There's been a change of plans.
3,32,Pillboi,Okay.
3,32,Tahani Al-Jamil,That's it?
3,32,Tahani Al-Jamil,You don't need any more information?
3,32,Pillboi,"I mean, do you want to tell me?"
3,32,Tahani Al-Jamil,Not really.
3,32,Pillboi,Cool.
3,32,Pillboi,Want some pills?
3,32,Chidi Anagonye,I hate this.
3,32,Chidi Anagonye,What if I ruined her?
3,32,Chidi Anagonye,What if I sent her down the wrong path and she ends up in the Bad Place?
3,32,Chidi Anagonye,I have to undo what I did.
3,32,Chidi Anagonye,"Janet, fire up the simulator."
3,32,Eleanor Shellstrop,"Dude, no more simulations."
3,32,Eleanor Shellstrop,Just talk to her.
3,32,Eleanor Shellstrop,Breakups never end with both people feeling great.
3,32,Eleanor Shellstrop,"But she's a badass, and her world is bigger than your relationship."
3,32,Eleanor Shellstrop,She'll recover.
3,32,Eleanor Shellstrop,"Just go, be a person."
3,32,Chidi Anagonye,Right.
3,32,Chidi Anagonye,Here I go.
3,32,Eleanor Shellstrop,"Janet, can I use the simulator?"
3,32,Eleanor Shellstrop,There's a very specific Lenny Kravitz concert I want to be front row at.
3,32,Janet,Sure!
3,32,Janet,"FYI, when the system boots up, you might find yourself in a steam room with Jason, who will be wearing an old-timey strongman onesie."
3,32,Janet,It's a bug in the system.
3,32,Donkey Doug,Pillboi?
3,32,Jason Mendoza,"No, it's me."
3,32,Jason Mendoza,Pillboi's friend Jason.
3,32,Jason Mendoza,Pillboi's not coming.
3,32,Donkey Doug,"If you're here to tell me an energy drink body spray is a bad idea, I've heard it before."
3,32,Donkey Doug,From a bank and some doctors.
3,32,Jason Mendoza,"I'mma help you make Double Trouble, but you gotta leave Pillboi alone from now on."
3,32,Jason Mendoza,I'm trying to save him.
3,32,Donkey Doug,"Oh, dip."
3,32,Donkey Doug,You got religious and shizz?
3,32,Donkey Doug,Amen.
3,32,Jason Mendoza,Amen.
